Date,Category,Description,Payment_Mode,Amount (INR),User_ID,Month,Year
29-01-2015,Bills,Mobile Recharge,UPI,2396.12,U009,Jan,2015
29-01-2015,Transport,Metro Card Recharge,Cash,143.54,U005,Jan,2015
30-01-2015,Transport,Uber Ride,UPI,639.22,U008,Jan,2015
30-01-2015,Bills,Water Bill,Net Banking,2051.08,U003,Jan,2015
30-01-2015,Miscellaneous,Pet Supplies,Debit Card,4675.33,U002,Jan,2015
31-01-2015,Bills,Water Bill,UPI,4871.82,U009,Jan,2015
31-01-2015,Bills,Mobile Recharge,UPI,1767.76,U005,Jan,2015
31-01-2015,Miscellaneous,Pet Supplies,UPI,2054.97,U002,Jan,2015
01-02-2015,Bills,Mobile Recharge,Debit Card,447.27,U005,Feb,2015
01-02-2015,Shopping,Myntra Order,Net Banking,3088.05,U005,Feb,2015
01-02-2015,Groceries,Big Bazaar,Credit Card,4289.03,U008,Feb,2015
02-02-2015,Shopping,Mall Shopping,Debit Card,2751.97,U004,Feb,2015
02-02-2015,Food,Cafe,Debit Card,944.16,U009,Feb,2015
02-02-2015,Groceries,D-Mart Purchase,Cash,2532.26,U001,Feb,2015
03-02-2015,Miscellaneous,Stationery Purchase,Cash,4538.16,U008,Feb,2015
03-02-2015,Food,Cafe,Cash,622.29,U004,Feb,2015
03-02-2015,Bills,Internet Bill,Cash,308.21,U009,Feb,2015
04-02-2015,Bills,Water Bill,Credit Card,2238.46,U002,Feb,2015
04-02-2015,Food,Cafe,Cash,4615.73,U007,Feb,2015
05-02-2015,Transport,Fuel Refill,Credit Card,909.87,U001,Feb,2015
06-02-2015,Food,Domino's Order,Credit Card,999.76,U007,Feb,2015
06-02-2015,Transport,Bus Fare,Net Banking,3891.21,U006,Feb,2015
06-02-2015,Bills,Internet Bill,Debit Card,2631.37,U010,Feb,2015
07-02-2015,Transport,Uber Ride,Debit Card,1836.28,U009,Feb,2015
07-02-2015,Transport,Fuel Refill,Net Banking,1285.05,U009,Feb,2015
07-02-2015,Food,Cafe,Cash,4977.54,U008,Feb,2015
07-02-2015,Groceries,Supermarket Purchase,Net Banking,2727.47,U005,Feb,2015
08-02-2015,Entertainment,Netflix Subscription,Debit Card,4781.29,U002,Feb,2015
08-02-2015,Transport,Uber Ride,Credit Card,2197.24,U004,Feb,2015
08-02-2015,Health,Health Checkup,Net Banking,4175.99,U004,Feb,2015
09-02-2015,Shopping,Mall Shopping,UPI,3280.37,U002,Feb,2015
10-02-2015,Food,Cafe,Debit Card,3141.8,U007,Feb,2015
11-02-2015,Food,Cafe,Cash,3103.61,U002,Feb,2015
11-02-2015,Shopping,Amazon Purchase,Net Banking,565.88,U010,Feb,2015
12-02-2015,Transport,Fuel Refill,Credit Card,2154.5,U003,Feb,2015
13-02-2015,Groceries,Reliance Fresh,Net Banking,4023.87,U001,Feb,2015
13-02-2015,Food,Fast Food,Credit Card,1499.11,U005,Feb,2015
14-02-2015,Health,Medicine,Debit Card,3339.52,U005,Feb,2015
14-02-2015,Food,Fast Food,Net Banking,3991.25,U006,Feb,2015
14-02-2015,Health,Medicine,Net Banking,3242.2,U005,Feb,2015
15-02-2015,Food,Cafe,Cash,425.28,U001,Feb,2015
15-02-2015,Transport,Bus Fare,Debit Card,3767.13,U008,Feb,2015
15-02-2015,Shopping,Amazon Purchase,Credit Card,3135.62,U004,Feb,2015
16-02-2015,Entertainment,Netflix Subscription,Cash,164.07,U002,Feb,2015
17-02-2015,Shopping,Flipkart Purchase,UPI,3245.42,U001,Feb,2015
17-02-2015,Entertainment,Netflix Subscription,Net Banking,3964.96,U009,Feb,2015
17-02-2015,Shopping,Amazon Purchase,Debit Card,2913.78,U005,Feb,2015
18-02-2015,Food,Domino's Order,Debit Card,4173.24,U004,Feb,2015
19-02-2015,Miscellaneous,Gift,Debit Card,1106.45,U004,Feb,2015
19-02-2015,Miscellaneous,Donation,Cash,246.43,U006,Feb,2015
20-02-2015,Health,Medicine,UPI,1192.12,U010,Feb,2015
21-02-2015,Transport,Fuel Refill,Net Banking,3855.42,U001,Feb,2015
22-02-2015,Entertainment,Netflix Subscription,Net Banking,2477.39,U005,Feb,2015
22-02-2015,Food,Fast Food,UPI,683.94,U001,Feb,2015
23-02-2015,Entertainment,Gaming Subscription,Cash,2053.58,U007,Feb,2015
24-02-2015,Groceries,D-Mart Purchase,UPI,4825.11,U002,Feb,2015
24-02-2015,Miscellaneous,Pet Supplies,Cash,2707.4,U004,Feb,2015
24-02-2015,Entertainment,Gaming Subscription,Cash,4854.94,U006,Feb,2015
25-02-2015,Bills,Internet Bill,Cash,2019.43,U008,Feb,2015
25-02-2015,Groceries,Supermarket Purchase,Debit Card,3768.78,U001,Feb,2015
25-02-2015,Shopping,Amazon Purchase,Cash,1137.01,U008,Feb,2015
26-02-2015,Shopping,Myntra Order,Debit Card,791.99,U005,Feb,2015
27-02-2015,Transport,Fuel Refill,Net Banking,1610.73,U003,Feb,2015
27-02-2015,Transport,Uber Ride,UPI,2722.84,U008,Feb,2015
27-02-2015,Transport,Metro Card Recharge,Net Banking,2629.49,U005,Feb,2015
28-02-2015,Health,Pharmacy Purchase,UPI,2572.35,U001,Feb,2015
28-02-2015,Bills,Mobile Recharge,UPI,1530.41,U003,Feb,2015
01-03-2015,Shopping,Flipkart Purchase,Cash,872.87,U010,Mar,2015
01-03-2015,Food,Fast Food,Debit Card,3988.69,U003,Mar,2015
01-03-2015,Entertainment,Concert Pass,UPI,4913.35,U010,Mar,2015
02-03-2015,Health,Doctor Visit,Net Banking,3580.44,U009,Mar,2015
02-03-2015,Shopping,Myntra Order,UPI,2402.88,U001,Mar,2015
02-03-2015,Food,Restaurant,Net Banking,1300.77,U006,Mar,2015
03-03-2015,Transport,Uber Ride,UPI,2163.66,U007,Mar,2015
03-03-2015,Food,Cafe,UPI,110.98,U001,Mar,2015
03-03-2015,Bills,Internet Bill,Net Banking,4036.1,U003,Mar,2015
03-03-2015,Miscellaneous,Donation,Cash,4246.76,U008,Mar,2015
04-03-2015,Bills,Mobile Recharge,UPI,595.07,U003,Mar,2015
04-03-2015,Food,Domino's Order,Net Banking,3796.22,U006,Mar,2015
04-03-2015,Shopping,Amazon Purchase,UPI,4436.19,U003,Mar,2015
04-03-2015,Groceries,Supermarket Purchase,Credit Card,1734.03,U002,Mar,2015
05-03-2015,Food,Cafe,Debit Card,1311.06,U006,Mar,2015
05-03-2015,Entertainment,Concert Pass,Credit Card,1559.74,U009,Mar,2015
06-03-2015,Food,Restaurant,Net Banking,2190.13,U001,Mar,2015
07-03-2015,Transport,Bus Fare,Net Banking,2939.61,U001,Mar,2015
07-03-2015,Groceries,Big Bazaar,Cash,4807.72,U003,Mar,2015
08-03-2015,Health,Health Checkup,UPI,1220.41,U010,Mar,2015
08-03-2015,Shopping,Myntra Order,UPI,405.58,U001,Mar,2015
09-03-2015,Transport,Fuel Refill,Net Banking,4687.51,U001,Mar,2015
09-03-2015,Health,Medicine,UPI,4927.12,U004,Mar,2015
09-03-2015,Miscellaneous,Donation,Cash,3511.86,U009,Mar,2015
09-03-2015,Miscellaneous,Pet Supplies,Credit Card,1413.84,U003,Mar,2015
10-03-2015,Bills,Internet Bill,Net Banking,894.91,U004,Mar,2015
10-03-2015,Food,Restaurant,Credit Card,1465.83,U005,Mar,2015
11-03-2015,Shopping,Amazon Purchase,UPI,566.3,U006,Mar,2015
11-03-2015,Bills,Electricity Bill,Credit Card,4137.96,U009,Mar,2015
11-03-2015,Entertainment,Netflix Subscription,Cash,3116.13,U005,Mar,2015
12-03-2015,Miscellaneous,Gift,UPI,3645.85,U002,Mar,2015
12-03-2015,Transport,Bus Fare,UPI,1249.25,U004,Mar,2015
13-03-2015,Food,Lunch with Friends,Debit Card,1640.58,U004,Mar,2015
13-03-2015,Groceries,Big Bazaar,Net Banking,4182.04,U010,Mar,2015
13-03-2015,Food,Restaurant,Net Banking,1757.22,U007,Mar,2015
14-03-2015,Health,Pharmacy Purchase,Credit Card,1704.88,U006,Mar,2015
14-03-2015,Entertainment,Gaming Subscription,Cash,1875.42,U008,Mar,2015
14-03-2015,Health,Doctor Visit,Credit Card,2001.92,U010,Mar,2015
15-03-2015,Health,Pharmacy Purchase,Cash,1683.11,U006,Mar,2015
15-03-2015,Food,Fast Food,UPI,1413.08,U008,Mar,2015
16-03-2015,Health,Health Checkup,UPI,808.75,U008,Mar,2015
17-03-2015,Health,Health Checkup,Credit Card,3690.94,U007,Mar,2015
17-03-2015,Miscellaneous,Gift,Net Banking,378.49,U009,Mar,2015
18-03-2015,Miscellaneous,Pet Supplies,UPI,4596.91,U007,Mar,2015
18-03-2015,Miscellaneous,Stationery Purchase,Credit Card,4586.82,U007,Mar,2015
18-03-2015,Groceries,Big Bazaar,Debit Card,4026.52,U008,Mar,2015
19-03-2015,Transport,Bus Fare,Debit Card,3636.87,U010,Mar,2015
19-03-2015,Transport,Bus Fare,UPI,3866.12,U003,Mar,2015
19-03-2015,Miscellaneous,Pet Supplies,UPI,2511.43,U001,Mar,2015
19-03-2015,Miscellaneous,Gift,Cash,1015.19,U007,Mar,2015
20-03-2015,Health,Medicine,Cash,890.08,U009,Mar,2015
20-03-2015,Miscellaneous,Pet Supplies,Cash,2125.79,U009,Mar,2015
20-03-2015,Transport,Metro Card Recharge,Debit Card,2586.33,U008,Mar,2015
21-03-2015,Health,Doctor Visit,Credit Card,4832.98,U009,Mar,2015
21-03-2015,Groceries,Reliance Fresh,Credit Card,3199.77,U002,Mar,2015
21-03-2015,Shopping,Mall Shopping,Debit Card,2371.44,U009,Mar,2015
21-03-2015,Groceries,D-Mart Purchase,Net Banking,1020.09,U005,Mar,2015
22-03-2015,Miscellaneous,Stationery Purchase,Credit Card,1378.76,U007,Mar,2015
22-03-2015,Entertainment,Concert Pass,Cash,550.15,U002,Mar,2015
22-03-2015,Health,Pharmacy Purchase,Credit Card,2345.44,U008,Mar,2015
22-03-2015,Groceries,Supermarket Purchase,Debit Card,2501.23,U005,Mar,2015
23-03-2015,Miscellaneous,Pet Supplies,Cash,3533.18,U010,Mar,2015
23-03-2015,Bills,Water Bill,Credit Card,4625.22,U005,Mar,2015
23-03-2015,Transport,Metro Card Recharge,Debit Card,490.63,U009,Mar,2015
23-03-2015,Entertainment,Movie Tickets,Credit Card,1656.47,U001,Mar,2015
24-03-2015,Health,Pharmacy Purchase,Debit Card,1731.16,U006,Mar,2015
25-03-2015,Shopping,Amazon Purchase,UPI,1309.92,U001,Mar,2015
25-03-2015,Food,Lunch with Friends,UPI,2974.1,U009,Mar,2015
25-03-2015,Transport,Fuel Refill,Cash,1894.19,U008,Mar,2015
25-03-2015,Entertainment,Concert Pass,Debit Card,4207.99,U009,Mar,2015
26-03-2015,Groceries,Big Bazaar,UPI,205.3,U004,Mar,2015
26-03-2015,Bills,Internet Bill,Debit Card,1246.63,U001,Mar,2015
26-03-2015,Transport,Bus Fare,Cash,2940.42,U008,Mar,2015
27-03-2015,Entertainment,Netflix Subscription,Debit Card,1021.57,U010,Mar,2015
27-03-2015,Shopping,Amazon Purchase,Net Banking,3775.98,U005,Mar,2015
28-03-2015,Transport,Bus Fare,Cash,4608.22,U007,Mar,2015
28-03-2015,Groceries,Supermarket Purchase,Cash,1910.84,U001,Mar,2015
29-03-2015,Groceries,Big Bazaar,Debit Card,642.31,U009,Mar,2015
29-03-2015,Bills,Electricity Bill,Cash,681.44,U006,Mar,2015
29-03-2015,Miscellaneous,Donation,Credit Card,904.81,U010,Mar,2015
30-03-2015,Entertainment,Netflix Subscription,Credit Card,1406.94,U006,Mar,2015
30-03-2015,Bills,Internet Bill,Cash,4641.95,U007,Mar,2015
30-03-2015,Food,Restaurant,UPI,2042.47,U002,Mar,2015
30-03-2015,Bills,Electricity Bill,Debit Card,2552.51,U001,Mar,2015
31-03-2015,Bills,Electricity Bill,Net Banking,4044.88,U002,Mar,2015
31-03-2015,Shopping,Amazon Purchase,Cash,4564.09,U006,Mar,2015
31-03-2015,Health,Medicine,Credit Card,2978.91,U005,Mar,2015
31-03-2015,Health,Medicine,UPI,4062.28,U001,Mar,2015
01-04-2015,Entertainment,Netflix Subscription,Debit Card,1970.95,U006,Apr,2015
01-04-2015,Entertainment,Netflix Subscription,Debit Card,255.93,U009,Apr,2015
02-04-2015,Health,Pharmacy Purchase,Net Banking,885.99,U001,Apr,2015
02-04-2015,Health,Health Checkup,UPI,4073.16,U009,Apr,2015
03-04-2015,Entertainment,Concert Pass,UPI,4307.66,U007,Apr,2015
03-04-2015,Health,Health Checkup,Credit Card,884.92,U010,Apr,2015
04-04-2015,Food,Cafe,Debit Card,3227.09,U003,Apr,2015
04-04-2015,Entertainment,Movie Tickets,Net Banking,3338.38,U005,Apr,2015
04-04-2015,Groceries,Big Bazaar,Net Banking,4771.88,U008,Apr,2015
05-04-2015,Bills,Internet Bill,Net Banking,2638.11,U002,Apr,2015
06-04-2015,Food,Domino's Order,Net Banking,1283.46,U006,Apr,2015
07-04-2015,Health,Doctor Visit,UPI,357.43,U008,Apr,2015
07-04-2015,Health,Doctor Visit,Cash,3380.21,U007,Apr,2015
08-04-2015,Bills,Mobile Recharge,Cash,4522.52,U003,Apr,2015
08-04-2015,Health,Pharmacy Purchase,Debit Card,4025.02,U003,Apr,2015
08-04-2015,Shopping,Mall Shopping,Debit Card,2788.9,U005,Apr,2015
09-04-2015,Bills,Mobile Recharge,Cash,3578.7,U003,Apr,2015
09-04-2015,Transport,Bus Fare,Net Banking,1085.67,U008,Apr,2015
10-04-2015,Health,Medicine,Debit Card,3704.39,U003,Apr,2015
11-04-2015,Shopping,Flipkart Purchase,Cash,2889.64,U010,Apr,2015
12-04-2015,Food,Lunch with Friends,Debit Card,2804.33,U009,Apr,2015
12-04-2015,Bills,Mobile Recharge,Cash,1245.96,U010,Apr,2015
12-04-2015,Health,Health Checkup,Cash,3328.5,U001,Apr,2015
13-04-2015,Food,Restaurant,UPI,4831.45,U010,Apr,2015
13-04-2015,Food,Cafe,Net Banking,2887.47,U008,Apr,2015
13-04-2015,Transport,Bus Fare,Net Banking,907.81,U007,Apr,2015
13-04-2015,Health,Health Checkup,Debit Card,2787.92,U010,Apr,2015
14-04-2015,Groceries,D-Mart Purchase,Cash,3394.65,U006,Apr,2015
14-04-2015,Transport,Metro Card Recharge,Net Banking,1952.41,U010,Apr,2015
14-04-2015,Entertainment,Movie Tickets,Net Banking,4725.34,U003,Apr,2015
15-04-2015,Bills,Mobile Recharge,Credit Card,4879.04,U006,Apr,2015
15-04-2015,Shopping,Amazon Purchase,Net Banking,1695.17,U007,Apr,2015
15-04-2015,Food,Cafe,Net Banking,3417.39,U004,Apr,2015
15-04-2015,Groceries,D-Mart Purchase,UPI,3393.35,U002,Apr,2015
16-04-2015,Food,Domino's Order,Debit Card,3321.32,U003,Apr,2015
16-04-2015,Groceries,Reliance Fresh,Cash,4415.83,U009,Apr,2015
17-04-2015,Food,Domino's Order,UPI,2889.84,U009,Apr,2015
18-04-2015,Transport,Uber Ride,Debit Card,2843.84,U002,Apr,2015
18-04-2015,Food,Fast Food,Net Banking,1499.88,U007,Apr,2015
18-04-2015,Shopping,Myntra Order,Net Banking,3137.77,U001,Apr,2015
19-04-2015,Groceries,Supermarket Purchase,Net Banking,1642.15,U005,Apr,2015
19-04-2015,Entertainment,Gaming Subscription,Debit Card,3902.1,U009,Apr,2015
19-04-2015,Entertainment,Concert Pass,Cash,2818.96,U001,Apr,2015
20-04-2015,Bills,Mobile Recharge,Cash,522.12,U007,Apr,2015
20-04-2015,Miscellaneous,Donation,Net Banking,3706.87,U005,Apr,2015
20-04-2015,Health,Doctor Visit,Cash,3063.82,U005,Apr,2015
20-04-2015,Entertainment,Netflix Subscription,Debit Card,3445.95,U003,Apr,2015
21-04-2015,Shopping,Mall Shopping,Net Banking,1347.5,U010,Apr,2015
21-04-2015,Miscellaneous,Stationery Purchase,Debit Card,783.29,U009,Apr,2015
22-04-2015,Shopping,Flipkart Purchase,Cash,2603.02,U003,Apr,2015
22-04-2015,Health,Doctor Visit,UPI,779.19,U010,Apr,2015
23-04-2015,Transport,Fuel Refill,Credit Card,4547.9,U007,Apr,2015
24-04-2015,Entertainment,Movie Tickets,UPI,2137.09,U003,Apr,2015
24-04-2015,Shopping,Amazon Purchase,Net Banking,1861.22,U010,Apr,2015
25-04-2015,Food,Lunch with Friends,Net Banking,4037.82,U009,Apr,2015
26-04-2015,Entertainment,Concert Pass,UPI,2859.87,U005,Apr,2015
26-04-2015,Food,Restaurant,Cash,1877.64,U001,Apr,2015
27-04-2015,Health,Medicine,UPI,1455.71,U009,Apr,2015
28-04-2015,Miscellaneous,Donation,Cash,3412.58,U005,Apr,2015
28-04-2015,Miscellaneous,Pet Supplies,Cash,983.94,U001,Apr,2015
28-04-2015,Shopping,Myntra Order,Credit Card,2754.26,U005,Apr,2015
29-04-2015,Groceries,Supermarket Purchase,Debit Card,3398.77,U002,Apr,2015
29-04-2015,Bills,Water Bill,Net Banking,4456.44,U005,Apr,2015
30-04-2015,Health,Doctor Visit,Net Banking,3381.82,U008,Apr,2015
30-04-2015,Groceries,Big Bazaar,Cash,1162.71,U007,Apr,2015
01-05-2015,Health,Health Checkup,Debit Card,178.27,U010,May,2015
01-05-2015,Transport,Metro Card Recharge,UPI,1312.27,U007,May,2015
01-05-2015,Groceries,Supermarket Purchase,UPI,2128.93,U006,May,2015
01-05-2015,Bills,Water Bill,Net Banking,4231.66,U010,May,2015
02-05-2015,Health,Doctor Visit,Cash,2136.29,U006,May,2015
02-05-2015,Miscellaneous,Pet Supplies,Cash,827.43,U001,May,2015
02-05-2015,Food,Domino's Order,UPI,3132.51,U002,May,2015
02-05-2015,Shopping,Myntra Order,Net Banking,236.45,U009,May,2015
03-05-2015,Bills,Internet Bill,Net Banking,4998.03,U005,May,2015
03-05-2015,Groceries,Reliance Fresh,Credit Card,806.42,U001,May,2015
03-05-2015,Entertainment,Netflix Subscription,Net Banking,1384.47,U008,May,2015
04-05-2015,Groceries,Reliance Fresh,Cash,4884.63,U003,May,2015
04-05-2015,Food,Restaurant,UPI,2581.39,U006,May,2015
04-05-2015,Miscellaneous,Pet Supplies,UPI,3451.54,U003,May,2015
05-05-2015,Health,Pharmacy Purchase,Credit Card,3720.43,U009,May,2015
05-05-2015,Food,Fast Food,Net Banking,1994.17,U008,May,2015
05-05-2015,Entertainment,Netflix Subscription,UPI,3744.04,U004,May,2015
06-05-2015,Miscellaneous,Donation,Cash,3107.03,U009,May,2015
06-05-2015,Transport,Fuel Refill,UPI,4293.89,U003,May,2015
06-05-2015,Food,Domino's Order,Net Banking,2433.44,U001,May,2015
06-05-2015,Transport,Fuel Refill,Credit Card,4636.92,U002,May,2015
07-05-2015,Health,Health Checkup,Credit Card,3148.5,U001,May,2015
07-05-2015,Food,Cafe,Cash,986.88,U007,May,2015
07-05-2015,Health,Doctor Visit,Net Banking,2630.02,U005,May,2015
07-05-2015,Entertainment,Netflix Subscription,Credit Card,4491.35,U003,May,2015
08-05-2015,Miscellaneous,Gift,Cash,167.53,U001,May,2015
08-05-2015,Groceries,Supermarket Purchase,Net Banking,756.74,U001,May,2015
08-05-2015,Groceries,Supermarket Purchase,Debit Card,1865.01,U004,May,2015
09-05-2015,Miscellaneous,Gift,Cash,4169.81,U007,May,2015
09-05-2015,Entertainment,Gaming Subscription,UPI,1348.62,U005,May,2015
10-05-2015,Miscellaneous,Pet Supplies,Credit Card,712.59,U005,May,2015
11-05-2015,Entertainment,Netflix Subscription,Cash,212.44,U007,May,2015
11-05-2015,Health,Pharmacy Purchase,Credit Card,2007.24,U005,May,2015
11-05-2015,Miscellaneous,Gift,Debit Card,1319.07,U007,May,2015
11-05-2015,Entertainment,Movie Tickets,Cash,1970.57,U001,May,2015
12-05-2015,Groceries,Supermarket Purchase,Net Banking,2208.26,U008,May,2015
12-05-2015,Miscellaneous,Pet Supplies,Cash,3275.41,U006,May,2015
12-05-2015,Shopping,Myntra Order,Net Banking,4903.01,U002,May,2015
13-05-2015,Transport,Fuel Refill,Credit Card,1842.3,U010,May,2015
13-05-2015,Miscellaneous,Donation,Net Banking,2824.75,U007,May,2015
14-05-2015,Miscellaneous,Pet Supplies,UPI,247.14,U002,May,2015
14-05-2015,Health,Pharmacy Purchase,UPI,1234.13,U010,May,2015
14-05-2015,Groceries,D-Mart Purchase,Net Banking,3261.51,U009,May,2015
15-05-2015,Miscellaneous,Pet Supplies,Debit Card,293.41,U007,May,2015
16-05-2015,Miscellaneous,Pet Supplies,UPI,433.63,U009,May,2015
16-05-2015,Entertainment,Gaming Subscription,Net Banking,2768.31,U004,May,2015
16-05-2015,Transport,Uber Ride,Cash,1895.6,U006,May,2015
17-05-2015,Miscellaneous,Stationery Purchase,Net Banking,3687.46,U008,May,2015
17-05-2015,Transport,Metro Card Recharge,Debit Card,4105.28,U010,May,2015
18-05-2015,Food,Cafe,Credit Card,141.57,U002,May,2015
18-05-2015,Transport,Uber Ride,Debit Card,4445.62,U007,May,2015
18-05-2015,Shopping,Mall Shopping,Net Banking,3349.13,U008,May,2015
19-05-2015,Transport,Fuel Refill,Cash,1566.91,U010,May,2015
19-05-2015,Health,Medicine,Debit Card,3927.2,U003,May,2015
19-05-2015,Groceries,Reliance Fresh,Cash,776.34,U010,May,2015
19-05-2015,Miscellaneous,Donation,UPI,949.89,U003,May,2015
20-05-2015,Groceries,Reliance Fresh,UPI,4222.18,U010,May,2015
20-05-2015,Entertainment,Concert Pass,Cash,4652.14,U007,May,2015
